Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:28,4,80CB12560,4,80CB12560,218327724.78,Yen,218327724.78,Yen,Reinvestment,0
2022/09/01 00:06,4,80CB5AA50,4,80CB5AA50,1303.9,Yen,1303.9,Yen,Reinvestment,0
2022/09/01 00:26,4,80CB5B850,4,80CB5B850,4972949.41,Yen,4972949.41,Yen,Reinvestment,0
2022/09/01 00:06,4,80CE740A0,4,80CE740A0,230449162.06,Yen,230449162.06,Yen,Reinvestment,0
2022/09/01 00:18,4,80CE76030,4,80CE76030,1350986.58,Yen,1350986.58,Yen,Reinvestment,0
2022/09/01 00:17,4,80CE76030,4,80CE76030,703.66,Yen,703.66,Yen,Reinvestment,0
2022/09/01 00:24,4,80D2F3990,4,80D2F3990,726.33,Yen,726.33,Yen,Reinvestment,0
2022/09/01 00:16,34376,80D8ADFE0,4,80D8AE480,0.11,Yen,0.11,Yen,Cheque,0
2022/09/01 00:17,4,80D9D9030,4,80D9D9030,25084060.48,Yen,25084060.48,Yen,Reinvestment,0
2022/09/01 00:03,4,80DB1EB10,4,80DB1EB10,906.86,Yen,906.86,Yen,Reinvestment,0
2022/09/01 00:13,4,80DB21E50,4,80DB21E50,6538700.61,Yen,6538700.61,Yen,Reinvestment,0
2022/09/01 00:13,4,80DE238B0,4,80DE238B0,1217.18,Yen,1217.18,Yen,Reinvestment,0
2022/09/01 00:16,4,80D29B5C0,4,80D29B5C0,7236.75,Yen,7236.75,Yen,Reinvestment,0
2022/09/01 00:20,4,80DE349B0,4,80DE349B0,22971308.1,Yen,22971308.1,Yen,Reinvestment,0
2022/09/01 00:15,4,80DE2D690,4,80DE2D690,7415994.82,Yen,7415994.82,Yen,Reinvestment,0
2022/09/01 00:28,4,80DE30180,4,80DE30180,3786566.07,Yen,3786566.07,Yen,Reinvestment,0
2022/09/01 00:14,134252,80DE315B0,4,80DE35380,518358.7,Yen,518358.7,Yen,ACH,0
2022/09/01 00:16,337925,80DE38820,4,80DE38960,0.11,Yen,0.11,Yen,Cheque,0
2022/09/01 00:10,4,80DE2EE20,4,80DE2EE20,920.19,Yen,920.19,Yen,Reinvestment,0
2022/09/01 00:25,4,80DE38960,4,80DE38960,1893.67,Yen,1893.67,Yen,Reinvestment,0
2022/09/01 00:05,4,80E7DE4F0,4,80E7DE4F0,21626706.02,Yen,21626706.02,Yen,Reinvestment,0
2022/09/01 00:15,4,80E7DE4F0,4,80E7DE4F0,1188.7,Yen,1188.7,Yen,Reinvestment,0
2022/09/01 00:24,34367,80E7E19A0,4,80E7E1ED0,0.01,Yen,0.01,Yen,Cheque,0
2022/09/01 00:09,4,80E7F5370,4,80E7F5370,6494712.1,Yen,6494712.1,Yen,Reinvestment,0
2022/09/01 00:14,4,80E802D70,4,80E802D70,1825.71,Yen,1825.71,Yen,Reinvestment,0
2022/09/01 00:20,4,80E805490,4,80E805490,342.31,Yen,342.31,Yen,Reinvestment,0
2022/09/01 00:28,339619,80E7FC1E0,4,80E800C70,533173.39,Yen,533173.39,Yen,ACH,0
2022/09/01 00:23,4,80E8131D0,4,80E8131D0,564.47,Yen,564.47,Yen,Reinvestment,0
2022/09/01 00:15,4,80E817DD0,4,80E817DD0,2262.39,Yen,2262.39,Yen,Reinvestment,0
2022/09/01 00:21,4,80E81E150,4,80E81E150,55039793.98,Yen,55039793.98,Yen,Reinvestment,0
2022/09/01 00:00,4,80E8F8C30,4,80E8F8C30,8416597.59,Yen,8416597.59,Yen,Reinvestment,0
2022/09/01 00:22,4,80E91CD40,4,80E91CD40,1359201.55,Yen,1359201.55,Yen,Reinvestment,0
2022/09/01 00:02,4,80E91CD40,4,80E91CD40,434.98,Yen,434.98,Yen,Reinvestment,0
2022/09/01 00:17,4,80E924CB0,4,80E924CB0,46887.69,Yen,46887.69,Yen,Reinvestment,0
2022/09/01 00:29,4,80E9292E0,4,80E9292E0,48876.86,Yen,48876.86,Yen,Reinvestment,0
2022/09/01 00:06,4,80E914310,4,80E914310,20800303.55,Yen,20800303.55,Yen,Reinvestment,0
2022/09/01 00:15,337374,80E921380,4,80E9239B0,0.02,Yen,0.02,Yen,ACH,0
2022/09/01 00:23,4,80E916DD0,4,80E916DD0,1493.55,Yen,1493.55,Yen,Reinvestment,0
2022/09/01 00:03,4,80EC3EDB0,4,80EC3EDB0,1330.25,Yen,1330.25,Yen,Reinvestment,0
2022/09/01 00:20,4,80D033B10,4,80D033B10,482762695.7,Yen,482762695.7,Yen,Reinvestment,0
2022/09/01 00:14,4,80D033B10,4,80D033B10,1408.27,Yen,1408.27,Yen,Reinvestment,0
2022/09/01 00:21,318187,80EC41460,4,80EC41410,2724861.43,Yen,2724861.43,Yen,ACH,0
2022/09/01 00:10,134266,80E7E2920,4,80EC41410,26966775.82,Yen,26966775.82,Yen,Cheque,0
2022/09/01 00:22,23,80E805910,4,80EC41410,380163.82,Yen,380163.82,Yen,Cheque,0
2022/09/01 00:21,23,80E805910,4,80EC41410,2202905.24,Yen,2202905.24,Yen,Credit Card,0
2022/09/01 00:27,4,80EC41410,4,80EC41410,2079.53,Yen,2079.53,Yen,Reinvestment,0
2022/09/01 00:05,23,80EC3E2C0,4,80EC402A0,411190568.0,Yen,411190568.0,Yen,Cheque,0
2022/09/01 00:04,4,80EC42420,4,80EC42420,119046.41,Yen,119046.41,Yen,Reinvestment,0
2022/09/01 00:08,4,80EC426F0,4,80EC426F0,85576.66,Yen,85576.66,Yen,Reinvestment,0
2022/09/01 00:07,4,80ECEE550,4,80ECEE550,26438.07,Yen,26438.07,Yen,Reinvestment,0
2022/09/01 00:29,4,80ECF2420,4,80ECF2420,2180.11,Yen,2180.11,Yen,Reinvestment,0
2022/09/01 00:29,4,80ECF1360,4,80ECF1360,313513.52,Yen,313513.52,Yen,Reinvestment,0
2022/09/01 00:28,4,80ECF61A0,4,80ECF61A0,537.81,Yen,537.81,Yen,Reinvestment,0
2022/09/01 00:11,4,80EEC6CF0,4,80EEC6CF0,79344.53,Yen,79344.53,Yen,Reinvestment,0
2022/09/01 00:05,4,80EFFB610,4,80EFFB610,25811711.48,Yen,25811711.48,Yen,Reinvestment,0
2022/09/01 00:12,4,80EFFB610,4,80EFFB610,1443.71,Yen,1443.71,Yen,Reinvestment,0
2022/09/01 00:01,337933,80F080040,4,80F07FF00,167832.32,Yen,167832.32,Yen,Cheque,0
2022/09/01 00:19,23,80F081130,4,80F0813B0,314524676.36,Yen,314524676.36,Yen,ACH,0
2022/09/01 00:04,340755,80F0831A0,4,80F077F40,0.12,Yen,0.12,Yen,Cheque,0
2022/09/01 00:20,4,80F077F40,4,80F077F40,1373.24,Yen,1373.24,Yen,Reinvestment,0
2022/09/01 00:07,4,80F080CD0,4,80F080CD0,2272.23,Yen,2272.23,Yen,Reinvestment,0
2022/09/01 00:12,4,80F0865B0,4,80F0865B0,1650.4,Yen,1650.4,Yen,Reinvestment,0
2022/09/01 00:14,4,80F0871D0,4,80F0871D0,1082873.99,Yen,1082873.99,Yen,Reinvestment,0
2022/09/01 00:06,13,800092830,4,80F0871D0,2519465.71,Yen,2519465.71,Yen,Cheque,0
2022/09/01 00:11,13,800092830,4,80F0871D0,1137635.93,Yen,1137635.93,Yen,ACH,0
2022/09/01 00:12,4,80F0923D0,4,80F0923D0,1403.92,Yen,1403.92,Yen,Reinvestment,0
2022/09/01 00:03,4,80F098E00,4,80F098E00,800694.15,Yen,800694.15,Yen,Reinvestment,0
2022/09/01 00:07,4,80F09DC40,4,80F09DC40,332056.16,Yen,332056.16,Yen,Reinvestment,0
2022/09/01 00:13,4,80D033B10,4,80F09B170,27575.34,Yen,27575.34,Yen,Cheque,0
2022/09/01 00:25,4,80D033B10,4,80F09B170,126725.93,Yen,126725.93,Yen,Credit Card,0
2022/09/01 00:01,23,80F0A4FB0,4,80F09AC10,40559516.0,Yen,40559516.0,Yen,ACH,0
2022/09/01 00:21,339630,80F085960,4,80F086CC0,0.25,Yen,0.25,Yen,Cheque,0
2022/09/01 00:15,4,80F08C7D0,4,80F08C7D0,1609137.98,Yen,1609137.98,Yen,Reinvestment,0
2022/09/01 00:15,4,80F08C7D0,4,80F08C7D0,1628.11,Yen,1628.11,Yen,Reinvestment,0
2022/09/01 00:15,4,80F0DF800,4,80F0DF800,161854153.54,Yen,161854153.54,Yen,Reinvestment,0
2022/09/01 00:02,340433,80F315C00,4,80F3159D0,0.21,Yen,0.21,Yen,Cheque,0
2022/09/01 00:14,4,80F591F20,4,80F591F20,148790679.19,Yen,148790679.19,Yen,Reinvestment,0
2022/09/01 00:22,4,80F59B990,4,80F59B990,807090.61,Yen,807090.61,Yen,Reinvestment,0
2022/09/01 00:13,23,806B10100,4,80F817BE0,2140206.1,Yen,2140206.1,Yen,Cheque,0
2022/09/01 00:29,23,806B10100,4,80F817BE0,875614.07,Yen,875614.07,Yen,Credit Card,0
2022/09/01 00:28,23,806B10100,4,80F817BE0,2499955.0,Yen,2499955.0,Yen,ACH,0
2022/09/01 00:26,4,80F8196C0,4,80F8196C0,960.04,Yen,960.04,Yen,Reinvestment,0
2022/09/01 00:11,40850,80F09C440,4,80F820800,2112828.64,Yen,2112828.64,Yen,Cheque,0
2022/09/01 00:11,40850,80F09C440,4,80F820800,1066599.75,Yen,1066599.75,Yen,Credit Card,0
2022/09/01 00:12,4,80F820800,4,80F820800,913.74,Yen,913.74,Yen,Reinvestment,0
2022/09/01 00:17,4,80F8179A0,4,80F8179A0,2595356.37,Yen,2595356.37,Yen,Reinvestment,0
2022/09/01 00:13,4,80F837F50,4,80F837F50,21399.69,Yen,21399.69,Yen,Reinvestment,0
2022/09/01 00:28,4,80F839A40,4,80F839A40,7605419.6,Yen,7605419.6,Yen,Reinvestment,0
2022/09/01 00:13,70,100428738,4,80F839A40,813891.24,Yen,813891.24,Yen,Cheque,0
2022/09/01 00:03,70,100428738,4,80F839A40,688.47,Yen,688.47,Yen,Credit Card,0
2022/09/01 00:21,4,80F839A40,4,80F839A40,2501.19,Yen,2501.19,Yen,Reinvestment,0
2022/09/01 00:23,4,80F839F00,4,80F839F00,332465.33,Yen,332465.33,Yen,Reinvestment,0
2022/09/01 00:05,237845,80F93FEE0,4,81426D5E0,4466.56,Yen,4466.56,Yen,Credit Card,0
2022/09/01 00:23,4,80FE84500,4,80FE84500,828.57,Yen,828.57,Yen,Reinvestment,0
2022/09/01 00:10,4,80FE894D0,4,80FE894D0,2334.9,Yen,2334.9,Yen,Reinvestment,0
2022/09/01 00:01,4,80FE8DFA0,4,80FE8DFA0,287104.3,Yen,287104.3,Yen,Reinvestment,0
2022/09/01 00:21,4,80FE935D0,4,80FE935D0,35888224.95,Yen,35888224.95,Yen,Reinvestment,0
2022/09/01 00:17,4,80FE935D0,4,80FE935D0,361.4,Yen,361.4,Yen,Reinvestment,0
2022/09/01 00:27,134266,80FE8CCB0,4,80FE84BC0,21782220.0,Yen,21782220.0,Yen,Cheque,0
2022/09/01 00:10,4,80FE8A8D0,4,80FE8A8D0,2156827.33,Yen,2156827.33,Yen,Reinvestment,0
2022/09/01 00:15,4,80FEA1690,4,80FEA1690,1202.02,Yen,1202.02,Yen,Reinvestment,0
2022/09/01 00:02,4,80FEB9450,4,80FEB9450,57448.37,Yen,57448.37,Yen,Reinvestment,0
2022/09/01 00:12,239559,80EFFB150,4,80FEB9450,477647.6,Yen,477647.6,Yen,Cheque,0
2022/09/01 00:20,239559,80EFFB150,4,80FEB9450,81.66,Yen,81.66,Yen,ACH,0
2022/09/01 00:19,239559,80EFFB150,4,80FEB9450,94.84,Yen,94.84,Yen,Wire,0
2022/09/01 00:26,4,80FEB9450,4,80FEB9450,358.06,Yen,358.06,Yen,Reinvestment,0
2022/09/01 00:05,4,80FEC7920,4,80FEC7920,14340763.81,Yen,14340763.81,Yen,Reinvestment,0
2022/09/01 00:00,4,80FECE220,4,80FECE220,2963376.84,Yen,2963376.84,Yen,Reinvestment,0
2022/09/01 00:03,4,80FED63C0,4,80FED63C0,2445586.49,Yen,2445586.49,Yen,Reinvestment,0
2022/09/01 00:25,4,80FEDD5D0,4,80FEDD5D0,1905.79,Yen,1905.79,Yen,Reinvestment,0
2022/09/01 00:10,4,80FEE0AF0,4,80FEE0AF0,2630769.06,Yen,2630769.06,Yen,Reinvestment,0
2022/09/01 00:23,335923,80FEE1D80,4,80FEE0AF0,1318108.98,Yen,1318108.98,Yen,ACH,0
2022/09/01 00:20,4,80FED7ED0,4,80FED7ED0,22333.88,Yen,22333.88,Yen,Reinvestment,0
2022/09/01 00:26,4,80FF72150,4,80FF72150,359771.85,Yen,359771.85,Yen,Reinvestment,0
2022/09/01 00:24,4,810166A90,4,810166A90,2138.5,Yen,2138.5,Yen,Reinvestment,0
2022/09/01 00:21,4,8101706A0,4,8101706A0,1641.54,Yen,1641.54,Yen,Reinvestment,0
2022/09/01 00:28,4,810173290,4,810173290,892904.23,Yen,892904.23,Yen,Reinvestment,0
2022/09/01 00:27,4,81017BA50,4,81017BA50,350026283.92,Yen,350026283.92,Yen,Reinvestment,0
2022/09/01 00:04,339835,81017BAA0,4,81017BA50,0.77,Yen,0.77,Yen,Cheque,0
2022/09/01 00:28,4,810179120,4,810179120,612151.76,Yen,612151.76,Yen,Reinvestment,0
2022/09/01 00:08,4,810CA1CA0,4,810CA1CA0,658096.92,Yen,658096.92,Yen,Reinvestment,0
2022/09/01 00:01,4,810CF3B60,4,810CF3B60,223533.13,Yen,223533.13,Yen,Reinvestment,0
2022/09/01 00:04,4,810CF3B60,4,810CF3B60,2076.62,Yen,2076.62,Yen,Reinvestment,0
2022/09/01 00:25,4,81126D6E0,4,81126D6E0,34039112.52,Yen,34039112.52,Yen,Reinvestment,0
2022/09/01 00:03,4,811A34700,4,811A34700,1275.65,Yen,1275.65,Yen,Reinvestment,0
2022/09/01 00:09,4,811A41710,4,811A41710,6326.99,Yen,6326.99,Yen,Reinvestment,0
2022/09/01 00:23,4,811A41670,4,811A41670,472.67,Yen,472.67,Yen,Reinvestment,0
2022/09/01 00:24,4,811A4F530,4,811A4F530,24809.11,Yen,24809.11,Yen,Reinvestment,0
2022/09/01 00:25,4,811A51A50,4,811A51A50,1248326.12,Yen,1248326.12,Yen,Reinvestment,0
2022/09/01 00:03,4,811A54000,4,811A54000,2592.11,Yen,2592.11,Yen,Reinvestment,0
2022/09/01 00:21,4,811A55AB0,4,811A55AB0,40817818.49,Yen,40817818.49,Yen,Reinvestment,0
2022/09/01 00:02,343548,811A55B00,4,811A55AB0,0.09,Yen,0.09,Yen,ACH,0
2022/09/01 00:14,4,811A5A670,4,811A5A670,19240440.3,Yen,19240440.3,Yen,Reinvestment,0
2022/09/01 00:19,4,811A5ECF0,4,811A5ECF0,800.46,Yen,800.46,Yen,Reinvestment,0
2022/09/01 00:21,4,811A63260,4,811A63260,4473596.53,Yen,4473596.53,Yen,Reinvestment,0
2022/09/01 00:08,4,812120550,4,812120550,5493485.57,Yen,5493485.57,Yen,Reinvestment,0
2022/09/01 00:27,4,812120550,4,812120550,2012.2,Yen,2012.2,Yen,Reinvestment,0
2022/09/01 00:26,4,81212D350,4,81212D350,62178482.29,Yen,62178482.29,Yen,Reinvestment,0
2022/09/01 00:17,4,81212D350,4,81212D350,1631.66,Yen,1631.66,Yen,Reinvestment,0
2022/09/01 00:26,4,8121413C0,4,8121413C0,2502292.06,Yen,2502292.06,Yen,Reinvestment,0
2022/09/01 00:22,4,8121413C0,4,8121413C0,1843.18,Yen,1843.18,Yen,Reinvestment,0
2022/09/01 00:02,4,812148730,4,812148730,1752.22,Yen,1752.22,Yen,Reinvestment,0
2022/09/01 00:23,4,81214A2D0,4,81214A2D0,787935.64,Yen,787935.64,Yen,Reinvestment,0
2022/09/01 00:18,340430,81214B640,4,81214E4C0,6157450.5,Yen,6157450.5,Yen,ACH,0
2022/09/01 00:13,4,81214FC10,4,81214FC10,438997.83,Yen,438997.83,Yen,Reinvestment,0
2022/09/01 00:05,340433,812155D00,4,81214A2D0,0.71,Yen,0.71,Yen,Cheque,0
2022/09/01 00:16,4,8121C1F70,4,8121C1F70,1119.79,Yen,1119.79,Yen,Reinvestment,0
2022/09/01 00:11,4,8121C5170,4,8121C5170,3598444.94,Yen,3598444.94,Yen,Reinvestment,0
2022/09/01 00:12,4,812235920,4,812235920,22711829.58,Yen,22711829.58,Yen,Reinvestment,0
2022/09/01 00:23,4,81223ED70,4,81223ED70,33762048.63,Yen,33762048.63,Yen,Reinvestment,0
2022/09/01 00:28,4,8122462E0,4,8122462E0,96331.92,Yen,96331.92,Yen,Reinvestment,0
2022/09/01 00:18,4,81225ABA0,4,81225ABA0,2410.37,Yen,2410.37,Yen,Reinvestment,0
2022/09/01 00:22,4,81227D4B0,4,81227D4B0,52016.62,Yen,52016.62,Yen,Reinvestment,0
2022/09/01 00:13,4,81228C110,4,81228C110,3311609.33,Yen,3311609.33,Yen,Reinvestment,0
2022/09/01 00:23,4,8122A2B00,4,8122A2B00,1638968.29,Yen,1638968.29,Yen,Reinvestment,0
2022/09/01 00:19,4,8123683C0,4,8123683C0,16335.91,Yen,16335.91,Yen,Reinvestment,0
2022/09/01 00:21,4,812395070,4,812395070,105030928.93,Yen,105030928.93,Yen,Reinvestment,0
2022/09/01 00:19,4,8123950C0,4,8123950C0,2395.76,Yen,2395.76,Yen,Reinvestment,0
2022/09/01 00:06,4,81239F9A0,4,81239F9A0,8452039.42,Yen,8452039.42,Yen,Reinvestment,0
2022/09/01 00:28,343564,81239F9F0,4,81239F9A0,0.01,Yen,0.01,Yen,Cheque,0
2022/09/01 00:15,18140,80FEC39D0,4,81239F9A0,1121782053.74,Yen,1121782053.74,Yen,Cheque,0
2022/09/01 00:00,18140,80FEC39D0,4,81239F9A0,2818036.09,Yen,2818036.09,Yen,Credit Card,0
2022/09/01 00:28,18140,80FEC39D0,4,81239F9A0,318069063.01,Yen,318069063.01,Yen,ACH,0
2022/09/01 00:00,18140,80FEC39D0,4,81239F9A0,431697401.34,Yen,431697401.34,Yen,Wire,0
2022/09/01 00:11,4,8127C89D0,4,8127C89D0,112414282.83,Yen,112414282.83,Yen,Reinvestment,0
2022/09/01 00:03,4,8127C89D0,4,8127C89D0,696.57,Yen,696.57,Yen,Reinvestment,0
2022/09/01 00:13,134252,80EEEC880,4,8127CACF0,506136.0,Yen,506136.0,Yen,Cheque,0
2022/09/01 00:23,134252,80EEEC880,4,8127CACF0,204413.94,Yen,204413.94,Yen,Credit Card,0
2022/09/01 00:13,134252,80EEEC880,4,8127CACF0,61629.06,Yen,61629.06,Yen,Cash,0
2022/09/01 00:26,134252,80EEEC880,4,8127CACF0,49888.01,Yen,49888.01,Yen,ACH,0
2022/09/01 00:00,343588,8127F98B0,4,8127F9860,0.04,Yen,0.04,Yen,Cash,0
2022/09/01 00:02,4,8127FC870,4,8127FC870,2176952.41,Yen,2176952.41,Yen,Reinvestment,0
2022/09/01 00:02,344182,8127FCF50,4,8127FCE60,0.23,Yen,0.23,Yen,Cheque,0
2022/09/01 00:13,4,8127FDDB0,4,8127FDDB0,5808.87,Yen,5808.87,Yen,Reinvestment,0
2022/09/01 00:21,4,812808310,4,812808310,553.95,Yen,553.95,Yen,Reinvestment,0
2022/09/01 00:27,70,100428738,4,81282E500,216458723.37,Yen,216458723.37,Yen,Cheque,0
2022/09/01 00:23,70,100428738,4,81282E500,1467492.44,Yen,1467492.44,Yen,Credit Card,0
2022/09/01 00:03,70,100428738,4,81282E500,578894631.34,Yen,578894631.34,Yen,Cash,0
2022/09/01 00:24,143234,8122708F0,4,8128329F0,32667230.13,Yen,32667230.13,Yen,Cheque,0
2022/09/01 00:14,4,812833920,4,812833920,1789.74,Yen,1789.74,Yen,Reinvestment,0
2022/09/01 00:17,4,8128390F0,4,8128390F0,6428931.58,Yen,6428931.58,Yen,Reinvestment,0
2022/09/01 00:05,4,81283A770,4,81283A770,850479.13,Yen,850479.13,Yen,Reinvestment,0
2022/09/01 00:28,4,812850520,4,812850520,1790.73,Yen,1790.73,Yen,Reinvestment,0
2022/09/01 00:18,4,812860BE0,4,812860BE0,1893.06,Yen,1893.06,Yen,Reinvestment,0
2022/09/01 00:26,235832,81281C2A0,4,812808050,715427133.0,Yen,715427133.0,Yen,ACH,0
2022/09/01 00:16,4,812805200,4,812805200,150300.97,Yen,150300.97,Yen,Reinvestment,0
2022/09/01 00:11,4,8128891B0,4,8128891B0,107136.03,Yen,107136.03,Yen,Reinvestment,0
2022/09/01 00:03,4,8128891B0,4,8128891B0,1625.4,Yen,1625.4,Yen,Reinvestment,0
2022/09/01 00:02,4,812893970,4,812893970,1026.46,Yen,1026.46,Yen,Reinvestment,0
2022/09/01 00:14,4,81289AC50,4,81289AC50,1863267.54,Yen,1863267.54,Yen,Reinvestment,0
2022/09/01 00:27,134252,80DA28E80,4,81289AC50,222419.65,Yen,222419.65,Yen,Cheque,0
2022/09/01 00:15,134252,80DA28E80,4,81289AC50,230956.41,Yen,230956.41,Yen,Credit Card,0
2022/09/01 00:14,4,81289C470,4,81289C470,525467.88,Yen,525467.88,Yen,Reinvestment,0
2022/09/01 00:06,4,81289C470,4,81289C470,1794.32,Yen,1794.32,Yen,Reinvestment,0
2022/09/01 00:02,4,8128B1D50,4,8128B1D50,5845504.35,Yen,5845504.35,Yen,Reinvestment,0
2022/09/01 00:11,4,8128B36A0,4,8128B36A0,1836.58,Yen,1836.58,Yen,Reinvestment,0
2022/09/01 00:19,4,8128C02D0,4,8128C02D0,91612005.48,Yen,91612005.48,Yen,Reinvestment,0
2022/09/01 00:25,5,80FEEE6D0,4,8128C20F0,1425880.62,Yen,1425880.62,Yen,Cheque,0
2022/09/01 00:09,5,80FEEE6D0,4,8128C20F0,1493100.85,Yen,1493100.85,Yen,Credit Card,0
2022/09/01 00:05,5,80FEEE6D0,4,8128C20F0,1336403.43,Yen,1336403.43,Yen,ACH,0
2022/09/01 00:02,4,8128CF400,4,8128CF400,1602.79,Yen,1602.79,Yen,Reinvestment,0
